SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,PRODUCT STYLE ,,,DRILL HOLE ,RunSize,UnitPrice,TotalPrice
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3493,349.33
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2096,523.99
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1524,762.17
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4287,214.35
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.3493,349.33
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.2096,523.99
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1524,762.17
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1556,778.06
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1556,778.06
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4668,233.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2858,285.82
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1874,468.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1302,651.02
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.4668,233.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.2858,285.82
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.1874,468.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1302,651.02
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.2287,114.33
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.1302,130.20
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.0851,212.77
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.0661,330.28
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.2287,114.33
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.1302,130.20
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.0851,212.77
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.0661,330.28
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.3811,190.54
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2541,254.06
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1829,457.30
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1270,635.15
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.3811,190.54
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.2541,254.06
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.1829,457.30
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1270,635.15
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4668,233.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.2858,285.82
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1874,468.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1302,651.02
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.4668,233.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.2858,285.82
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.1874,468.42
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1302,651.02
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1556,778.06
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.1556,778.06
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.2350,117.50
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.1350,134.96
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.0876,219.12
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.0686,342.99
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.2350,117.50
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.1350,134.96
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.0876,219.12
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.0686,342.99
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.4287,214.35
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3493,349.33
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2096,523.99
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1524,762.17
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.4287,214.35
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.3493,349.33
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.2096,523.99
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.1524,762.17
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.1556,778.06
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.5272,263.58
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.3652,365.21
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.2191,547.80
"2"" x 6""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,5000,0.1556,778.06
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.4954,247.71
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3398,339.81
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2169,542.25
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1582,790.76
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.4954,247.71
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3398,339.81
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2169,542.25
"2.125"" x 5""",Rectangle,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1582,790.76
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.5557,277.87
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3811,381.08
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2353,588.32
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1683,841.56
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.5557,277.87
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3811,381.08
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2353,588.32
"2.125"" x 5""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1683,841.56
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV Coating Front Only,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.6034,301.69
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.4636,463.65
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2696,674.04
"2.125"" x 5""",Rectangle,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1953,976.54
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),No Coating,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,250,0.8892,222.30
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),No Coating,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.5145,257.24
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),No Coating,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3541,354.10
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),No Coating,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2261,565.27
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),No Coating,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1667,833.62
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,250,0.9209,230.23
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,500,0.5208,260.40
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,1000,0.3573,357.26
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,2500,0.2274,568.45
"2.125"" x 5""",Rectangle,18PT C1S,5/0 (4/0 with Foil on Front),UV on 4-color side,Bottle Neck Hang Tags,,Bottle Necker Die Cut,,5000,0.1661,830.45
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.2319,115.93
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.1858,185.78
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1143,285.82
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.0842,420.79
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,500,0.2319,115.93
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,1000,0.1858,185.78
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,2500,0.1143,285.82
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,Regular Hang Tags,,,No Drill Hole,5000,0.0842,420.79
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",500,0.3080,154.02
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",1000,0.2477,247.71
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",2500,0.1461,365.21
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,"Standard Drill Hole 1/8""",5000,0.1080,539.87
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,500,0.3080,154.02
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,1000,0.2477,247.71
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,2500,0.1461,365.21
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,,No Drill Hole,5000,0.1080,539.87
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.2255,112.73
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.1556,155.61
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1131,282.65
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.0835,417.60
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,500,0.2255,112.73
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,1000,0.1556,155.61
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,2500,0.1131,282.65
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,,No Drill Hole,5000,0.0835,417.60
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",500,0.2319,115.93
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",1000,0.1858,185.78
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",2500,0.1143,285.82
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,"Standard Drill Hole 1/8""",5000,0.0842,420.79
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,500,0.2319,115.93
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,1000,0.1858,185.78
"2.5"" x 2.5""",Square,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,Regular Hang Tags,,,No Drill Hole,2500,0.1143,285.82
