SIZE ,STOCK ,COLORSPEC ,COATING ,,SCORING OPTIONS ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,1.1067,"1,106.74"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.6148,"1,537.05"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3928,"1,964.19"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,500,1.5331,766.57
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,1000,1.1623,"1,162.34"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,2500,0.6644,"1,661.05"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,5000,0.4394,"2,197.19"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.3370,668.49
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8940,893.95
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5278,"1,319.51"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3455,"1,727.60"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,500,1.3966,698.29
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,1000,0.9496,949.55
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,2500,0.5774,"1,443.51"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,5000,0.3921,"1,960.60"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.3179,658.96
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.8876,887.61
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.5259,"1,314.75"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3442,"1,721.24"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,500,1.3775,688.76
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,1000,0.9432,943.21
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,2500,0.5755,"1,438.75"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,5000,0.3908,"1,954.24"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.6712,835.61
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.1174,"1,117.44"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.6598,"1,649.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4319,"2,159.50"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,500,1.7308,865.41
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,1000,1.1730,"1,173.04"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,2500,0.7094,"1,773.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,5000,0.4785,"2,392.50"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.6712,835.61
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.1174,"1,117.44"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6598,"1,649.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4319,"2,159.50"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,500,1.7308,865.41
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,1000,1.1730,"1,173.04"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,2500,0.7094,"1,773.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,5000,0.4785,"2,392.50"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.6712,835.61
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.1174,"1,117.44"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.6598,"1,649.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4319,"2,159.50"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,500,1.7308,865.41
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,1000,1.1730,"1,173.04"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,2500,0.7094,"1,773.39"
"8.5"" x 11""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,5000,0.4785,"2,392.50"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4831,741.53
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.1115,"1,111.50"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6167,"1,541.81"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3941,"1,970.53"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A9,500,1.5427,771.33
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A9,1000,1.1671,"1,167.10"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A9,2500,0.6663,"1,665.81"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A9,5000,0.4407,"2,203.53"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,500,1.4735,736.77
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,1000,1.1067,"1,106.74"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,2500,0.6148,"1,537.05"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,5000,0.3928,"1,964.19"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A9,500,1.5331,766.57
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A9,1000,1.1623,"1,162.34"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A9,2500,0.6644,"1,661.05"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A9,5000,0.4394,"2,197.19"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4831,741.53
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.1115,"1,111.50"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6167,"1,541.81"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3941,"1,970.53"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A9,500,1.5427,771.33
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A9,1000,1.1671,"1,167.10"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A9,2500,0.6663,"1,665.81"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A9,5000,0.4407,"2,203.53"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,500,1.4735,736.77
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,1000,1.1067,"1,106.74"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,2500,0.6148,"1,537.05"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,5000,0.3928,"1,964.19"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A9,500,1.5331,766.57
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A9,1000,1.1623,"1,162.34"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A9,2500,0.6644,"1,661.05"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A9,5000,0.4394,"2,197.19"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.8538,926.92
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3894,"1,389.38"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7709,"1,927.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4926,"2,463.16"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,500,1.9134,956.72
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,1000,1.4450,"1,444.98"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,2500,0.8205,"2,051.26"
"8.5"" x 11""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A9,5000,0.5392,"2,696.16"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.1528,576.38
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.7653,765.35
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4827,"1,206.78"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3373,"1,686.31"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,500,1.2124,606.18
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,1000,0.8209,820.95
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,2500,0.5323,"1,330.78"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,5000,0.3839,"1,919.31"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.1433,571.63
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.7590,759.00
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.4795,"1,198.84"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3360,"1,679.95"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,500,1.2029,601.43
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,1000,0.8146,814.60
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,2500,0.5291,"1,322.84"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A9,5000,0.3826,"1,912.95"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.4410,720.48
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,0.9567,956.69
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6034,"1,508.47"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4216,"2,107.89"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,500,1.5006,750.28
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,1000,1.0123,"1,012.29"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,2500,0.6530,"1,632.47"
"8.5"" x 11""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A9,5000,0.4682,"2,340.89"
